REF_AREA,AREA_LABEL,SOURCE_LABEL,TOTAL,TIME
,Afghanistan,LFS - Labour Force Survey,19.257,2021
,Afghanistan,HIES - Households Living Conditions Survey,4.648,2017
,Angola,LFS - Employment Survey,49.309,2025
,Angola,LFS - Employment Survey,56.379,2024
,Angola,LFS - Employment Survey,52.248,2023
,Angola,LFS - Employment Survey,49.472,2022
,Angola,LFS - Employment Survey,34.663,2021
,Angola,LFS - Employment Survey,38.645,2020
,Angola,LFS - Employment Survey,31.686,2019
,Angola,PC - Population Census,17.226,2014
,Angola,LFS - Employment Survey,165.535,2011
,Angola,LFS - Employment Survey,183.42,2010
,Angola,HS - Core Welfare Indicators Questionnaire,13.048,2004
,Albania,LFS - Labour Force Survey,18.162,2024
,Albania,LFS - Labour Force Survey,21.281,2023
,Albania,LFS - Labour Force Survey,18.953,2022
,Albania,LFS - Labour Force Survey,16.328,2021
,Albania,LFS - Labour Force Survey,15.587,2020
,Albania,LFS - Labour Force Survey,13.682,2019
,Albania,LFS - Labour Force Survey,12.541,2018
,Albania,LFS - Labour Force Survey,10.824,2017
,Albania,LFS - Labour Force Survey,14.859,2016
,Albania,LFS - Labour Force Survey,8.239,2015
,Albania,LFS - Labour Force Survey,13.255,2014
,Netherlands Antilles,LFS - Labour Force Survey,0,2011
,Netherlands Antilles,LFS - Labour Force Survey,0,2009
,United Arab Emirates,LFS - Labour Force Survey,214.787,2024
,United Arab Emirates,LFS - Labour Force Survey,234.284,2023
,United Arab Emirates,LFS - Labour Force Survey,210.344,2022
,United Arab Emirates,LFS - Labour Force Survey,183.501,2021
,United Arab Emirates,LFS - Labour Force Survey,192.053,2020
,United Arab Emirates,LFS - Labour Force Survey,160.034,2019
,United Arab Emirates,LFS - Labour Force Survey,142.661,2018
,United Arab Emirates,LFS - Labour Force Survey,42.394,2017
,United Arab Emirates,LFS - Labour Force Survey,102.267,2016
,Argentina,"LFS - Permanent Household Survey, Urban",332.672,2024
,Argentina,"LFS - Permanent Household Survey, Urban",286.364,2023
,Argentina,"LFS - Permanent Household Survey, Urban",271.486,2022
,Argentina,"LFS - Permanent Household Survey, Urban",293.729,2021
,Argentina,"LFS - Permanent Household Survey, Urban",250.393,2020
,Argentina,"LFS - Permanent Household Survey, Urban",250.324,2019
,Argentina,"LFS - Permanent Household Survey, Urban",196.052,2018
,Argentina,"LFS - Permanent Household Survey, Urban",182.089,2017
,Argentina,"LFS - Permanent Household Survey, Urban",237.625,2014
,Argentina,"LFS - Permanent Household Survey, Urban",232.772,2013
,Argentina,"LFS - Permanent Household Survey, Urban",242.345,2012
,Argentina,"LFS - Permanent Household Survey, Urban",244.095,2011
,Armenia,HIES - Households Living Conditions Survey,27.838,2023
,Armenia,HIES - Households Living Conditions Survey,23.774,2022
,Armenia,HIES - Households Living Conditions Survey,18.579,2021
,Armenia,HIES - Households Living Conditions Survey,16.983,2020
,Armenia,HIES - Households Living Conditions Survey,19.151,2019
,Armenia,HIES - Households Living Conditions Survey,18.756,2018
,Armenia,LFS - Household Labour Force Survey,19.191,2017
,Armenia,LFS - Household Labour Force Survey,19.154,2016
,Armenia,LFS - Household Labour Force Survey,19.084,2015
,Armenia,LFS - Household Labour Force Survey,20.081,2014
,Armenia,HIES - Households Living Conditions Survey,21.265,2013
,Armenia,HIES - Households Living Conditions Survey,22.31,2012
,Armenia,HIES - Households Living Conditions Survey,17.142,2011
,Armenia,HIES - Households Living Conditions Survey,22.177,2010
,Australia,LFS - Labour Force Survey,525.569,2024
,Australia,LFS - Labour Force Survey,515.226,2023
,Australia,LFS - Labour Force Survey,525.218,2022
,Australia,LFS - Labour Force Survey,465.571,2021
,Australia,LFS - Labour Force Survey,454.042,2020
,Australia,LFS - Labour Force Survey,442.89,2019
,Australia,LFS - Labour Force Survey,453.211,2018
,Australia,LFS - Labour Force Survey,428.75,2017
,Australia,LFS - Labour Force Survey,401.402,2016
,Australia,LFS - Labour Force Survey,399.538,2015
,Australia,LFS - Labour Force Survey,382.227,2014
,Australia,LFS - Labour Force Survey,367.867,2013
,Australia,LFS - Labour Force Survey,390.646,2012
,Australia,LFS - Labour Force Survey,363.015,2011
,Australia,LFS - Labour Force Survey,351.719,2010
,Australia,LFS - Labour Force Survey,355.298,2009
,Australia,LFS - Labour Force Survey,341.333,2008
,Australia,LFS - Labour Force Survey,347.695,2007
,Australia,LFS - Labour Force Survey,344.657,2006
,Australia,LFS - Labour Force Survey,333.061,2005
,Australia,LFS - Labour Force Survey,318.565,2004
,Australia,LFS - Labour Force Survey,330.826,2003
,Australia,LFS - Labour Force Survey,327.945,2002
,Australia,LFS - Labour Force Survey,332.711,2001
,Australia,LFS - Labour Force Survey,328.524,2000
,Australia,LFS - Labour Force Survey,258.265,1999
,Australia,LFS - Labour Force Survey,250.544,1998
,Australia,LFS - Labour Force Survey,244.272,1997
,Australia,LFS - Labour Force Survey,246.95,1996
,Australia,LFS - Labour Force Survey,220.975,1995
,Australia,LFS - Labour Force Survey,203.021,1994
,Australia,LFS - Labour Force Survey,179.911,1993
,Australia,LFS - Labour Force Survey,185.689,1992
,Australia,LFS - Labour Force Survey,187.09,1991
,Austria,LFS - Labour Force Survey,171.279,2025
,Austria,LFS - Labour Force Survey,158.279,2024
,Austria,LFS - Labour Force Survey,160.726,2023
,Austria,LFS - Labour Force Survey,159.845,2022
,Austria,LFS - Labour Force Survey,138.86,2021
,Austria,LFS - Labour Force Survey,128.524,2020
,Austria,LFS - Labour Force Survey,128.358,2019
,Austria,LFS - Labour Force Survey,131.853,2018
,Austria,LFS - Labour Force Survey,133.546,2017
,Austria,LFS - Labour Force Survey,131.851,2016
,Austria,LFS - Labour Force Survey,117.022,2015
,Austria,LFS - Labour Force Survey,120.646,2014
,Austria,LFS - Labour Force Survey,112.704,2013
,Austria,LFS - Labour Force Survey,103.16,2012
,Austria,LFS - Labour Force Survey,100.075,2011
,Azerbaijan,LFS - Labour Force Survey,60.168,2022
,Azerbaijan,LFS - Labour Force Survey,59.569,2021
,Azerbaijan,LFS - Labour Force Survey,58.638,2020
,Azerbaijan,LFS - Labour Force Survey,60.309,2019
,Azerbaijan,LFS - Labour Force Survey,62.8,2018
,Azerbaijan,LFS - Labour Force Survey,61.733,2017
,Azerbaijan,LFS - Labour Force Survey,61.2,2016
,Azerbaijan,LFS - Labour Force Survey,60.3,2015
,Azerbaijan,LFS - Labour Force Survey,59.202,2014
,Azerbaijan,LFS - Labour Force Survey,58.1,2013
,Azerbaijan,LFS - Labour Force Survey,58.7,2012
,Azerbaijan,LFS - Labour Force Survey,58,2011
,Azerbaijan,LFS - Labour Force Survey,55.775,2010
,Azerbaijan,LFS - Labour Force Survey,34.004,2009
,Burundi,HIES - Living Standards Survey,4.829,2020
,Burundi,HIES - Living Standards Survey,4.261,2017
,Burundi,HIES - Living Standards Survey,4.052,2014
,Belgium,LFS - EU Labour Force Survey,219.8,2025
,Belgium,LFS - EU Labour Force Survey,200.621,2024
,Belgium,LFS - EU Labour Force Survey,183.454,2023
,Belgium,LFS - EU Labour Force Survey,196.385,2022
,Belgium,LFS - EU Labour Force Survey,202.939,2021
,Belgium,LFS - EU Labour Force Survey,174.126,2020
,Belgium,LFS - EU Labour Force Survey,154.222,2019
,Belgium,LFS - EU Labour Force Survey,151.483,2018
,Belgium,LFS - EU Labour Force Survey,143.983,2017
,Belgium,LFS - EU Labour Force Survey,140.445,2016
,Belgium,LFS - EU Labour Force Survey,141.811,2015
,Belgium,LFS - EU Labour Force Survey,144.061,2014
,Belgium,LFS - EU Labour Force Survey,141.407,2013
,Belgium,LFS - EU Labour Force Survey,150.372,2012
,Belgium,LFS - EU Labour Force Survey,138.043,2011
,Belgium,LFS - EU Labour Force Survey,152.817,2010
,Belgium,LFS - EU Labour Force Survey,140.591,2009
,Belgium,LFS - EU Labour Force Survey,129.723,2008
,Benin,HIES - Monitoring Survey of the Modular and Integrated Survey of Household Living Conditions,20.94,2022
,Burkina Faso,LFS - Regional Integrated Survey on Employment and the Informal Sector,10.091,2023
,Burkina Faso,HIES - Harmonized Survey on Household Living Conditions,9.373,2022
,Burkina Faso,LFS - Regional Integrated Survey on Employment and the Informal Sector,14.906,2018
,Bangladesh,LFS - Labour Force Survey,257.232,2024
,Bangladesh,LFS - Labour Force Survey,251.212,2023
,Bangladesh,LFS - Labour Force Survey,255.542,2022
,Bangladesh,LFS - Labour Force Survey,167.514,2017
,Bangladesh,LFS - Labour Force Survey,179.025,2016
,Bangladesh,LFS - Labour Force Survey,143.713,2013
,Bangladesh,LFS - Labour Force Survey,54.869,2010
,Bulgaria,LFS - EU Labour Force Survey,129.3,2025
,Bulgaria,LFS - EU Labour Force Survey,116.169,2024
,Bulgaria,LFS - EU Labour Force Survey,120.429,2023
,Bulgaria,LFS - EU Labour Force Survey,104.339,2022
,Bulgaria,LFS - EU Labour Force Survey,95.593,2021
,Bulgaria,LFS - EU Labour Force Survey,90.816,2020
,Bulgaria,LFS - EU Labour Force Survey,96.892,2019
,Bulgaria,LFS - EU Labour Force Survey,105.25,2018
,Bulgaria,LFS - EU Labour Force Survey,85.471,2017
,Bulgaria,LFS - EU Labour Force Survey,94.049,2016
,Bulgaria,LFS - EU Labour Force Survey,82.396,2015
,Bulgaria,LFS - EU Labour Force Survey,74.36,2014
,Bulgaria,LFS - EU Labour Force Survey,81.361,2013
,Bulgaria,LFS - EU Labour Force Survey,62.862,2012
,Bulgaria,LFS - EU Labour Force Survey,70.058,2011
,Bulgaria,LFS - EU Labour Force Survey,78.399,2010
,Bulgaria,LFS - EU Labour Force Survey,68.152,2009
,Bulgaria,LFS - EU Labour Force Survey,72.003,2008
,Bahrain,OE - Estimates of Central informatics organization,7.965,2015
,Bahrain,PC - Population Census,7.136,2010
,Bahamas,LFS - Labour Force & Household Survey,4.558,2019
,Bosnia and Herzegovina,LFS - Labour Force Survey,37.57,2024
,Bosnia and Herzegovina,LFS - Labour Force Survey,37.034,2023
,Bosnia and Herzegovina,LFS - Labour Force Survey,30.531,2022
,Bosnia and Herzegovina,LFS - Labour Force Survey,23.017,2021
,Bosnia and Herzegovina,LFS - Labour Force Survey,19.17,2020
,Bosnia and Herzegovina,LFS - Labour Force Survey,16.854,2019
,Bosnia and Herzegovina,LFS - Labour Force Survey,13.59,2018
,Bosnia and Herzegovina,LFS - Labour Force Survey,13.522,2017
,Bosnia and Herzegovina,LFS - Labour Force Survey,15.884,2016
,Bosnia and Herzegovina,LFS - Labour Force Survey,12.128,2015
,Bosnia and Herzegovina,LFS - Labour Force Survey,15.118,2014
,Bosnia and Herzegovina,LFS - Labour Force Survey,16.14,2013
,Bosnia and Herzegovina,LFS - Labour Force Survey,12.955,2012
,Belarus,LFS - Labour Force Survey,108.207,2024
,Belarus,LFS - Labour Force Survey,103.622,2023
,Belarus,LFS - Labour Force Survey,113.026,2022
,Belarus,LFS - Labour Force Survey,115.575,2021
,Belarus,LFS - Labour Force Survey,122.541,2020
,Belarus,LFS - Labour Force Survey,100.748,2019
,Belarus,LFS - Labour Force Survey,98.221,2018
,Belarus,LFS - Labour Force Survey,96.969,2017
,Belarus,LFS - Labour Force Survey,96.955,2016
,Belize,LFS - Labour Force Survey,1.958,2014
,Bolivia (Plurinational State of),LFS - Continuous Employment Survey,36.141,2024
,Bolivia (Plurinational State of),LFS - Continuous Employment Survey,31.884,2023
,Bolivia (Plurinational State of),LFS - Continuous Employment Survey,29.221,2022
,Bolivia (Plurinational State of),LFS - Continuous Employment Survey,27.511,2021
,Bolivia (Plurinational State of),HIES - Household Survey,41.56,2020
,Bolivia (Plurinational State of),LFS - Continuous Employment Survey,40.813,2019
,Bolivia (Plurinational State of),LFS - Continuous Employment Survey,39.564,2018
,Bolivia (Plurinational State of),LFS - Continuous Employment Survey,39.338,2017
,Bolivia (Plurinational State of),LFS - Continuous Employment Survey,39.16,2016
,Bolivia (Plurinational State of),HIES - Household Survey,41.153,2015
,Bolivia (Plurinational State of),HIES - Household Survey,53.967,2014
,Bolivia (Plurinational State of),HIES - Household Survey,49.497,2013
,Bolivia (Plurinational State of),HIES - Household Survey,50.72,2012
,Bolivia (Plurinational State of),HIES - Household Survey,57.781,2011
,Brazil,HS - Continuous National Household Sample Survey,1779.471,2025
,Brazil,HS - Continuous National Household Sample Survey,1849.944,2024
,Brazil,HS - Continuous National Household Sample Survey,1764.048,2023
,Brazil,HS - Continuous National Household Sample Survey,1700.633,2022
,Brazil,HS - Continuous National Household Sample Survey,1580.308,2021
,Brazil,HS - Continuous National Household Sample Survey,1415.384,2020
,Brazil,HS - Continuous National Household Sample Survey,1338.403,2019
,Brazil,HS - Continuous National Household Sample Survey,1260.388,2018
,Brazil,HS - Continuous National Household Sample Survey,1246.687,2017
,Brazil,HS - Continuous National Household Sample Survey,1231.575,2016
,Brazil,HS - Continuous National Household Sample Survey,1271.451,2015
,Brazil,HS - Continuous National Household Sample Survey,1289.585,2014
,Brazil,HS - Continuous National Household Sample Survey,1264.224,2013
,Brazil,HS - Continuous National Household Sample Survey,1239.594,2012
,Barbados,LFS - Labour Force Survey,1.689,2023
,Barbados,LFS - Labour Force Survey,1.837,2022
,Barbados,LFS - Labour Force Survey,2.104,2019
,Barbados,LFS - Labour Force Survey,2.13,2018
,Barbados,LFS - Labour Force Survey,2.175,2017
,Barbados,LFS - Labour Force Survey,2.513,2016
,Barbados,LFS - Labour Force Survey,2.887,2015
,Barbados,LFS - Labour Force Survey,5.975,2014
,Barbados,LFS - Labour Force Survey,6.675,2013
,Barbados,LFS - Labour Force Survey,4.95,2012
,Barbados,LFS - Labour Force Survey,5.675,2011
,Barbados,LFS - Labour Force Survey,5.35,2010
,Brunei Darussalam,LFS - Labour Force Survey,4.501,2024
,Brunei Darussalam,LFS - Labour Force Survey,4.242,2023
,Brunei Darussalam,LFS - Labour Force Survey,4.591,2022
,Brunei Darussalam,LFS - Labour Force Survey,5.146,2021
,Brunei Darussalam,LFS - Labour Force Survey,4.752,2020
,Brunei Darussalam,LFS - Labour Force Survey,4.819,2019
,Brunei Darussalam,LFS - Labour Force Survey,5.071,2018
,Brunei Darussalam,LFS - Labour Force Survey,4.669,2017
,Brunei Darussalam,LFS - Labour Force Survey,4.984,2014
,Bhutan,LFS - Labour Force Survey,3.507,2024
,Bhutan,LFS - Labour Force Survey,2.949,2023
,Bhutan,LFS - Labour Force Survey,2.726,2022
,Bhutan,LFS - Labour Force Survey,1.946,2021
,Bhutan,LFS - Labour Force Survey,2.661,2020
,Bhutan,LFS - Labour Force Survey,2.727,2019
,Bhutan,LFS - Labour Force Survey,2.576,2018
,Botswana,HS - Multi-Topic Household Survey,6.043,2024
,Botswana,HS - Multi-Topic Household Survey,7.014,2023
,Botswana,HS - Multi-Topic Household Survey,7.508,2022
,Botswana,HS - Multi-Topic Household Survey,5.506,2021
,Botswana,HS - Multi-Topic Household Survey,6.236,2020
,Botswana,HS - Multi-Topic Household Survey,6.306,2019
,Botswana,PC - Population Census,16.96,2011
,Botswana,"HS - Core Welfare Indicators Survey, Poverty",7.477,2010
,Switzerland,LFS - Labour Force Survey,180.2,2025
,Switzerland,LFS - Labour Force Survey,191.324,2024
,Switzerland,LFS - Labour Force Survey,190.576,2023
,Switzerland,LFS - Labour Force Survey,192.624,2022
,Switzerland,LFS - Labour Force Survey,179.705,2021
,Switzerland,LFS - Labour Force Survey,183.887,2020
,Switzerland,LFS - Labour Force Survey,174.002,2019
,Switzerland,LFS - Labour Force Survey,168.292,2018
,Switzerland,LFS - Labour Force Survey,158.909,2017
,Switzerland,LFS - Labour Force Survey,163.818,2016
,Switzerland,LFS - Labour Force Survey,148.996,2015
,Switzerland,LFS - Labour Force Survey,158.814,2014
,Switzerland,LFS - Labour Force Survey,144.571,2013
,Switzerland,LFS - Labour Force Survey,141.366,2012
,Switzerland,LFS - Labour Force Survey,139.298,2011
,Switzerland,LFS - Labour Force Survey,131.427,2010
,Switzerland,LFS - Labour Force Survey,142.245,2009
,Switzerland,LFS - Labour Force Survey,110.356,1995
,Switzerland,LFS - Labour Force Survey,102.416,1994
,Switzerland,LFS - Labour Force Survey,100.524,1993
,Switzerland,LFS - Labour Force Survey,104.761,1992
,Switzerland,LFS - Labour Force Survey,105.648,1991
,Chile,LFS - National Employment Survey,225.605,2025
,Chile,LFS - National Employment Survey,200.662,2024
,Chile,LFS - National Employment Survey,191.995,2023
,Chile,LFS - National Employment Survey,202.404,2022
,Chile,LFS - National Employment Survey,202.174,2021
,Chile,LFS - National Employment Survey,158.859,2020
,Chile,LFS - National Employment Survey,157.716,2019
,Chile,LFS - National Employment Survey,177.929,2018
,Chile,LFS - National Employment Survey,169.279,2017
,Chile,LFS - National Employment Survey,151.651,2016
,Chile,LFS - National Employment Survey,153.729,2015
,Chile,LFS - National Employment Survey,172.683,2014
,Chile,LFS - National Employment Survey,166.247,2013
,Côte d'Ivoire,LFS - National Survey on the Employment Situation,84.336,2019
,Côte d'Ivoire,LFS - Regional Integrated Survey on Employment and the Informal Sector,85.905,2017
,Cameroon,HS - Household Survey,79.805,2021
,Cameroon,HS - Household Survey,102.01,2014
,Cameroon,HS - Household Survey,68.697,2007
,"Congo, Democratic Republic of the",LFS - Survey on Employment and household's living conditions,675.676,2012
,Congo,LFS - Employment Survey,111.722,2009
,Cook Islands,LFS - Labour Force Survey,0.22,2023
,Cook Islands,LFS - Labour Force Survey,0.207,2019
,Cook Islands,HIES - Household Income and Expenditure Survey,0.26,2016
,Colombia,LFS - Integrated Household Survey,406.199,2025
,Colombia,LFS - Integrated Household Survey,405.999,2024
,Colombia,LFS - Integrated Household Survey,402.938,2023
,Colombia,LFS - Integrated Household Survey,382.817,2022
,Colombia,LFS - Integrated Household Survey,311.597,2021
,Colombia,LFS - Integrated Household Survey,290.522,2020
,Comoros,LFS - National Survey on Employment and the Informal Sector,1.152,2021
,Comoros,LFS - National Survey on Employment and the Informal Sector,2.855,2014
,Cabo Verde,LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics,2.836,2019
,Cabo Verde,LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics,2.443,2018
,Cabo Verde,LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics,2.688,2017
,Cabo Verde,LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics,2.237,2015
,Cabo Verde,LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics,1.531,2009
,Costa Rica,LFS - Continuous Employment Survey,51.605,2025
,Costa Rica,LFS - Continuous Employment Survey,57.093,2024
,Costa Rica,LFS - Continuous Employment Survey,43.694,2023
,Costa Rica,LFS - Continuous Employment Survey,45.778,2022
,Costa Rica,LFS - Continuous Employment Survey,43.138,2021
,Costa Rica,LFS - Continuous Employment Survey,37.27,2020
,Costa Rica,LFS - Continuous Employment Survey,43.855,2019
,Costa Rica,LFS - Continuous Employment Survey,35.706,2018
,Costa Rica,LFS - Continuous Employment Survey,38.455,2017
,Curaçao,LFS - Labour Force Survey,1.823,2018
,Cayman Islands,LFS - Labour Force Survey,0.913,2015
,Cayman Islands,LFS - Labour Force Survey,0.89,2014
,Cayman Islands,LFS - Labour Force Survey,0.912,2013
,Cayman Islands,LFS - Labour Force Survey,0.943,2012
,Cayman Islands,LFS - Labour Force Survey,0.614,2011
,Cyprus,LFS - Labour Force Survey,25.7,2025
,Cyprus,LFS - Labour Force Survey,25.998,2024
,Cyprus,LFS - Labour Force Survey,27.204,2023
,Cyprus,LFS - Labour Force Survey,18.987,2022
,Cyprus,LFS - Labour Force Survey,15.358,2021
,Cyprus,LFS - Labour Force Survey,12.082,2020
,Cyprus,LFS - Labour Force Survey,10.865,2019
,Cyprus,LFS - Labour Force Survey,11.762,2018
,Cyprus,LFS - Labour Force Survey,10.745,2017
,Cyprus,LFS - Labour Force Survey,9.711,2016
,Cyprus,LFS - Labour Force Survey,9.336,2015
,Cyprus,LFS - Labour Force Survey,9.459,2014
,Cyprus,LFS - Labour Force Survey,8.942,2013
,Cyprus,LFS - Labour Force Survey,10.361,2012
,Cyprus,LFS - Labour Force Survey,10.017,2011
,Cyprus,LFS - Labour Force Survey,8.352,2010
,Cyprus,LFS - Labour Force Survey,8.203,2009
,Cyprus,LFS - Labour Force Survey,9.178,2008
,Czechia,LFS - Labour Force Sample Survey,211.2,2025
,Czechia,LFS - Labour Force Sample Survey,186.778,2024
,Czechia,LFS - Labour Force Sample Survey,170.106,2023
,Czechia,LFS - Labour Force Sample Survey,187.593,2022
,Czechia,LFS - Labour Force Sample Survey,210.536,2021
,Czechia,LFS - Labour Force Sample Survey,180.146,2020
,Czechia,LFS - Labour Force Sample Survey,169.903,2019
,Czechia,LFS - Labour Force Sample Survey,169.751,2018
,Czechia,LFS - Labour Force Sample Survey,149.327,2017
,Czechia,LFS - Labour Force Sample Survey,147.569,2016
,Czechia,LFS - Labour Force Sample Survey,141.5,2015
,Czechia,LFS - Labour Force Sample Survey,148.731,2014
,Czechia,LFS - Labour Force Sample Survey,139.775,2013
,Czechia,LFS - Labour Force Sample Survey,125.335,2012
,Czechia,LFS - Labour Force Sample Survey,145.425,2011
,Czechia,LFS - Labour Force Sample Survey,137.111,2010
,Czechia,LFS - Labour Force Sample Survey,129.2,2009
,Czechia,LFS - Labour Force Sample Survey,117.868,2008
,Czechia,LFS - Labour Force Sample Survey,286.484,1999
,Czechia,LFS - Labour Force Sample Survey,286.009,1998
,Czechia,LFS - Labour Force Sample Survey,191.153,1997
,Czechia,LFS - Labour Force Sample Survey,199.042,1996
,Czechia,LFS - Labour Force Sample Survey,195.925,1995
,Czechia,LFS - Labour Force Sample Survey,188.33,1994
,Czechia,LFS - Labour Force Sample Survey,198.279,1993
,Germany,LFS - EU Labour Force Survey,1683.3,2025
,Germany,LFS - EU Labour Force Survey,1751.959,2024
,Germany,LFS - EU Labour Force Survey,1681.276,2023
,Germany,LFS - EU Labour Force Survey,1625.853,2022
,Germany,LFS - EU Labour Force Survey,1575.273,2021
,Germany,LFS - EU Labour Force Survey,1663.061,2020
,Germany,LFS - EU Labour Force Survey,1353.241,2019
,Germany,LFS - EU Labour Force Survey,1336.703,2018
,Germany,LFS - EU Labour Force Survey,1255.803,2017
,Germany,LFS - EU Labour Force Survey,1258.987,2016
,Germany,LFS - EU Labour Force Survey,1199.763,2015
,Germany,LFS - EU Labour Force Survey,1164.76,2014
,Germany,LFS - EU Labour Force Survey,1142.026,2013
,Germany,LFS - EU Labour Force Survey,1292.299,2012
,Germany,LFS - EU Labour Force Survey,1234.898,2011
,Germany,LFS - EU Labour Force Survey,1228.741,2010
,Germany,LFS - EU Labour Force Survey,1195.172,2009
,Germany,LFS - EU Labour Force Survey,1191.8,2008
,Denmark,LFS - EU Labour Force Survey,127.3,2025
,Denmark,LFS - EU Labour Force Survey,127.228,2024
,Denmark,LFS - EU Labour Force Survey,133.28,2023
,Denmark,LFS - EU Labour Force Survey,130.246,2022
,Denmark,LFS - EU Labour Force Survey,122.756,2021
,Denmark,LFS - EU Labour Force Survey,114.772,2020
,Denmark,LFS - EU Labour Force Survey,114.82,2019
,Denmark,LFS - EU Labour Force Survey,103.579,2018
,Denmark,LFS - EU Labour Force Survey,105.999,2017
,Denmark,LFS - EU Labour Force Survey,116.817,2016
,Denmark,LFS - EU Labour Force Survey,113.554,2015
,Denmark,LFS - EU Labour Force Survey,108.493,2014
,Denmark,LFS - EU Labour Force Survey,110.053,2013
,Denmark,LFS - EU Labour Force Survey,106.853,2012
,Denmark,LFS - EU Labour Force Survey,108.735,2011
,Denmark,LFS - EU Labour Force Survey,109.504,2010
,Denmark,LFS - EU Labour Force Survey,103.751,2009
,Denmark,LFS - EU Labour Force Survey,109.135,2008
,Dominican Republic,LFS - Continuous National Labour Force Survey,62.756,2025
,Dominican Republic,LFS - Continuous National Labour Force Survey,50.53,2024
,Dominican Republic,LFS - Continuous National Labour Force Survey,40.789,2023
,Dominican Republic,LFS - Continuous National Labour Force Survey,42.435,2022
,Dominican Republic,LFS - Continuous National Labour Force Survey,45.403,2021
,Dominican Republic,LFS - Continuous National Labour Force Survey,47.564,2020
,Dominican Republic,LFS - Continuous National Labour Force Survey,48.762,2019
,Dominican Republic,LFS - Continuous National Labour Force Survey,51.336,2018
,Dominican Republic,LFS - Continuous National Labour Force Survey,45.23,2017
,Dominican Republic,LFS - Continuous National Labour Force Survey,58.464,2016
,Dominican Republic,LFS - Continuous National Labour Force Survey,53.324,2015
,Algeria,LFS - Household Employment Survey,85.989,2017
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",71.166,2025
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",70.218,2024
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",72.284,2023
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",65.478,2022
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",67.622,2021
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",70.339,2020
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",73.091,2019
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",72.324,2018
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",75.005,2017
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",78.094,2016
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",79.008,2015
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",79.439,2014
,Ecuador,"LFS - National Survey on Employment, Unemployment and Underemployment",88.823,2013
,Egypt,LFS - Labour Force Sample Survey,243.631,2024
,Egypt,LFS - Labour Force Sample Survey,221.819,2023
,Egypt,LFS - Labour Force Sample Survey,235.391,2022
,Egypt,LFS - Labour Force Sample Survey,221.182,2021
,Egypt,LFS - Labour Force Sample Survey,187.339,2020
,Egypt,LFS - Labour Force Sample Survey,210.558,2019
,Egypt,LFS - Labour Force Sample Survey,216.324,2018
,Egypt,LFS - Labour Force Sample Survey,188.762,2017
,Egypt,LFS - Labour Force Sample Survey,188.22,2016
,Egypt,LFS - Labour Force Sample Survey,206.325,2015
,Egypt,LFS - Labour Force Sample Survey,189.9,2014
,Egypt,LFS - Labour Force Sample Survey,188.983,2013
,Egypt,LFS - Labour Force Sample Survey,200.484,2012
,Egypt,LFS - Labour Force Sample Survey,197.662,2011
,Egypt,LFS - Labour Force Sample Survey,211.16,2010
,Egypt,LFS - Labour Force Sample Survey,208.189,2009
,Spain,LFS - EU Labour Force Survey,840.1,2025
,Spain,LFS - EU Labour Force Survey,757.424,2024
,Spain,LFS - EU Labour Force Survey,791.08,2023
,Spain,LFS - EU Labour Force Survey,742.332,2022
,Spain,LFS - EU Labour Force Survey,622.346,2021
,Spain,LFS - EU Labour Force Survey,648.433,2020
,Spain,LFS - EU Labour Force Survey,604.202,2019
,Spain,LFS - EU Labour Force Survey,636.123,2018
,Spain,LFS - EU Labour Force Survey,566.015,2017
,Spain,LFS - EU Labour Force Survey,572.908,2016
,Spain,LFS - EU Labour Force Survey,509.752,2015
,Spain,LFS - EU Labour Force Survey,540.759,2014
,Spain,LFS - EU Labour Force Survey,542.391,2013
,Spain,LFS - EU Labour Force Survey,523.695,2012
,Spain,LFS - EU Labour Force Survey,534.396,2011
,Spain,LFS - EU Labour Force Survey,516.306,2010
,Spain,LFS - EU Labour Force Survey,599.883,2009
,Spain,LFS - EU Labour Force Survey,538.948,2008
,Estonia,LFS - Labour Force Survey,40.2,2025
,Estonia,LFS - Labour Force Survey,40.025,2024
,Estonia,LFS - Labour Force Survey,36.716,2023
,Estonia,LFS - Labour Force Survey,36.703,2022
,Estonia,LFS - Labour Force Survey,31.889,2021
,Estonia,LFS - Labour Force Survey,29.63,2020
,Estonia,LFS - Labour Force Survey,30.708,2019
,Estonia,LFS - Labour Force Survey,28.184,2018
